link,title,price,neighborhood,movein,size,attributes,description,latitude,longitude
http://sfbay.craigslist.org/eby/roo/6106273600.html,Gorgeous private room w/private bath & walk-in closet & balcony,995.0,danville / san ramon,2017-05-20,500,"['laundry in bldg', 'no smoking', 'off-street parking', 'private bath', 'private room']"," Beautiful room in that shows like a master bedroom! Elegance Awaits you... **Large Room for rent $995/month --- ok its within my budget √ **Private bathroom with private bath --- no sharing √ **With private Juliet's balcony --- ok its bright √ **With private walk-in closet --- love it! √ What's included: - Fabulous Bonus room with your own refrigirator √ - One off-street parking √ - Beautifully landscaped huge backyard (planning) - community pool and fitness room access (1 minute walk distance) √ Inside of Blackhawk area in Danville Guard with security system 24 hours --- safe!! in a safe and harmony neighborhood √√√ Near Highway580 and 680 Near Las Positas, Diablo Valley and Chabot Community College The availability is limited to 1 person per room or 2 people with an additional $500 There are two private rooms available The house is almost 5,000 square feet - 5 bedrooms, with a full private bath for each bedroom (no sharing) - Huge laundry area with extra refrigerator - Corner lot so it's quiet Policy: - Security deposit: 1.5 months $1,500 - Utilities: $100 to include Water, High-speed Internet, 24/7 Security system AND shared PG&E; with individual counts - Prefer not a often stove user, three times a week is ok; microwave, oven and toaster are provided. - No overnight guests Quiet home, with a very homely feel surrounded by elegance and beauty ",37.8321,-121.9167
http://sfbay.craigslist.org/eby/roo/6106272467.html,Room For Rent $950,,san leandro,,,"['laundry on site', 'private bath', 'private room']"," Hello, me and my wife are renting out a room inside our 3 bed room apartment. We're asking $950 a month with a small deposit of $150 on a month to month lease 3 months max. We are looking for a hardworking independent person who's quiet, clean, about their business that's trying to use this opportunity to transition over to the next thing. We have a on sight laundry, we are close to grocery stores, mall etc., we are about 15 min walking distance from bay fair bart, bus stops right in front of our place as well. You will have full use of the kitchen and you will have your own personal cabinet to store your food and other thing. You will have full use of the bathroom, ''Must clean up after your self'', we are big on hygiene. We are looking for someone who is low key and wants to keep all out side activities exactly out side. Me and my wife are not boring people but we are big on common courtesy to us or our home. We believe in home being our sanctuary and it must remain that way. If your interested please give us a brief summary of yourself and if we feel that you are a possible match we will set up a time place to meet and interview in person. ",,
http://sfbay.craigslist.org/eby/roo/6106258758.html,Room for Rent. $600 & 650/Mo 1 block from LMC.,650.0,pittsburg / antioch,2017-04-29,200,"['w/d in unit', 'attached garage', 'no private bath', 'private room']"," I have 2 nice bedrooms for rent in my 4 bedroom home. The home is newer construction and clean. It is one block from LMC. To be considered, please respond to this add by answering a few of the questions below and tell me a bit about yourself. The smaller room is 600 and a larger room is 650. The utility's are split equally among the roommates, Its about 100 a month for utilities. One room is ready to move in today the other room will be ready around the 1st. 3 other people will be living in the house. We are all chill working adults. One male and 2 females. Our ages are mid 20's to early 30's. Name (First name/ Middle name/Surname ) : Approx age : Preferred move in date : Intended length of lease: When will you pay rent: Length of previous tenancy : Present occupation : Do you smoke: ",38.00739,-121.866188
http://sfbay.craigslist.org/eby/roo/6095957698.html,60+ roommates wanted,700.0,brentwood / oakley,,,"['dogs are OK - wooof', 'no smoking', 'private bath', 'private room']"," 60+Seniors! Let's rent a house together and pool our resources in these difficult times. I have a houseful of belongings in storage that would cover everything except your bedroom. Must have good credit. New post for 2017. No, I do not have a room to rent. If interested, please contact me by phone or email, no texts. Thanks! ",37.9324,-121.6894
http://sfbay.craigslist.org/eby/roo/6080049533.html,Exquisitely remodeled room-7min walk to Bart-7 min train to San Fra,950.0,oakland west,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room']"," Luxury living! a bright private bedroom in an exquisitely remodeled 3b/2b Victoria duplex Apt on main floor with additional 500 sf storage/laundry and huge back yard. share a large bathroom with a clean girl and a guy. It is located 7 minute walk to West Oakland Bart; within 7 minute train you are in San Francisco downtown Financial Center. It features: • 7 minute walk to West Oakland Bart; 7 minute train to San Francisco downtown Financial Center • 12 feet high ceiling provides comfort living • 26 Brand new recessed LED throughout that saves 75% of your hydro bills • Brand new double glazed windows throughout saves you energy cost • Brand new large French door SS refrigerator and SS appliances • Brand new Granite counter top • Brand new tile floors in kitchen and bathrooms to provide easy cleaning • Brand new wood-like floors in living and bedrooms • 5 layers of dry wall and wood board on ceiling for fire and sound proof to meet building code • Newly painted inside out • Roommate friendly floor layout • Quiet street No smoking, no drugs, no loud music, no party, quiet and reasonable are MUST. 2 references are required. Tenant share utilities and waste management bill. Available May 1st. ",37.810123,-122.295341
http://sfbay.craigslist.org/eby/roo/6101652712.html,60+ roommates wanted,700.0,brentwood / oakley,,,"['dogs are OK - wooof', 'private bath', 'private room']"," 60+Seniors! Let's rent a house together and pool our resources in these difficult times. I have a houseful of belongings in storage that would cover everything except your bedroom. Must have good credit. New post for 2017. No, I do not have a room to rent. If interested, please contact me by phone or email, no texts. Thanks! ",37.9324,-121.6894
http://sfbay.craigslist.org/eby/roo/6080452657.html,Exquisitely remodeled room-7min walk to Bart-7 min train to San Fra,950.0,oakland west,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'w/d in unit', 'street parking', 'no private bath', 'private room']"," Luxury living! A bright private bedroom share a large bathroom with 1 clean girl in an exquisitely remodeled 3b/2b Victoria duplex Apt is on main floor with additional 500 sf storage/laundry and huge back yard. It is located 7 minute walk to West Oakland Bart; within 7 minute train you are in San Francisco downtown Financial Center. It features: • 12 feet high ceiling provides comfort living • 26 New recessed LED throughout that saves 75% of your hydro bills • New double glazed windows throughout saves you energy cost • New large French door, SS appliances • New Granite counter top • New tile floors in kitchen and bathrooms to provide easy cleaning • New wood-like floors through out • 5 layers of dry wall and wood board on ceiling for fire and sound proof to meet building code • Newly painted inside out • Roommate friendly floor layout • Quiet street No smoking, no drugs, no loud music, no party, quiet and reasonable are MUST. 2 references are required. Tenant share utilities and waste management bills. Available May 1st. ",37.810174,-122.295363
http://sfbay.craigslist.org/eby/roo/6106266942.html,Room in newer 3/2 condo w/ WD in unit,1350.0,emeryville,,,"['w/d in unit', 'no smoking', 'attached garage', 'no private bath', 'private room']"," I just got the word that I am moving out by May 12th! (NOT the 26th like it says below, CL isn't letting me modify that!) I am oving quickly to fill the space as I'm leaving the country tomorrow night! My roommates will be available to show. Info: This is the middle size bedroom with lots of natural light (see photo looking out the bedroom window). The street behind the unit is very peaceful with lots of trees and an elementary school. I love to leave my windows open. There's plenty of room for a Queen size bed and dresser. You will be sharing a bathroom with a couple. (Although, they may also be moving out shortly in which case, the bathroom would be between just two of you) They are super flexible and we make it a general habit to not get ready in the bathroom in the mornings. Weve shared the bathroom with each other for years and it had always seemed to work out. This rent includes the garage which we factored to be about $50/mo Utilities run around $60/$70 a month. No cable but all the other stuff is there like Netflix, Hulu, Amazon... The other roommate has the master bedroom and a black lab who is totally sweet! (See photo, the dog on the right will be coming along with me!) You will love her :) Looking for 4mo min lease. Good credit needed. Send me a short email about yourself including work info/income, hobbies, any pets, etc. A LinkedIn/IG is would also be nice! I'll give you contact info for my roomy who can show the room while I'm away. Thanks! ",37.831278,-122.280371
http://sfbay.craigslist.org/eby/roo/6102194995.html,Single furnished bedroom,1300.0,berkeley,,,"['cats are OK - purrr', 'furnished', 'laundry in bldg', 'street parking', 'no private bath', 'private room']"," The bedroom: Private room in 2BR/1BA apartment Furnished with full-sized bed, night stand, drawers, and mirrored-sliding closet $1300/month or best offer, utilities included Flexible sublease, 30-day notice required before moving out Room available May 15th, preference for someone who can move-in near or around this day The apartment: Plenty of sunlight and air! Cleaners come once a month Living room furnished with couch Laundry/dryer quarter operated, located inside the apartment building Pets: 1 friendly rescue cat :) The area: Walking distance from Berkeley Bowl, Whole Foods, Ashby BART 5 minute drive to Downtown Berkeley 15 minute drive to Emeryville Bay Street (IKEA, Target, AMC movie theater, shopping mall) Short bus ride to UC Berkeley campus Plenty of street parking! Your roommate: 25 years old, Clinical Research Coordinator at the Alta Bates Summit Medical Center Works full-time, school part-time, preparing graduate school applications to become Nurse Practitioner Quiet hours are between 10PM-8AM (walls are very thin!) Easygoing and friendly, but usually tired Cooks 50/50 of weekly meals, uses dishwasher to prevent dishes from piling up in the sink Move-in costs: Security deposit: $1000 ($500 due before move-in as a ""reservation fee"") Due upon move-in: first month's rent ($1300) + 2nd half of deposit ($500) Pets (cats only): additional $400 pet deposit ",37.855703,-122.264367
http://sfbay.craigslist.org/eby/roo/6093755169.html,Room for rent for girl only!,400.0,pittsburg / antioch,,,"['no private bath', 'private room']"," I have a extra unfurnished room in my 2bd apt. Cable installed shared bathroom. Call or text do NOT email! I'm looking for a pretty girl friend to get money and live with. I'm bi 420 friendly female 24. I enjoy traveling dancing and shopping and having fun looking for another girl to get money with. You must be single I'm a escort adult services you should be too let's link up ""MUST SEND YOUR PHOTO"" no exceptions I want to know how you look. Four 1 five eight 7 one 4 four 4 two No Guys No Couples Females ONLY Ages: 18-27 respond only ",,
http://sfbay.craigslist.org/eby/roo/6095848412.html,Walk to Lake Merritt $800 all utilities/wifi incl. /,800.0,oakland lake merritt / grand,,,"['furnished', 'no laundry on site', 'no smoking', 'off-street parking', 'no private bath', 'private room']"," Available now..a sunny master room with optional furniture. Share one and a half bath with three other male tenants. Come check it out. Available now. Move in is first month rent and refundable $800 deposit upon 30-day notice..Total is 1600$, month to month. For non smoking/working professionals only. The address is 1226 7th ave. OAKLAND CA. 94606 located between international and E12th st behind the Clinton park...tons of restaurants and Chinese stores down the street. Walking distance to Bart and Lake Merritt. Bus stops are 100 feet away. Available now!! show contact info ",37.794019,-122.253749
http://sfbay.craigslist.org/eby/roo/6101681552.html,Comfortable bedroom in beautiful Danville home,1000.0,danville / san ramon,,,"['laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," You can rent a room in a spacious Danville house for - $750+ ($250 for each occupant per month which includes cable and high-speed/broadband wireless internet and WEEKLY maid/maintenance services that cleans the whole house including your room and bathroom and maintains the grounds) The room is a large 14 x 11 second floor bedroom with a semi-private double sink common full bath right next to it and beautiful view green rolling hills of Blackhawk. -Have access to 3,500 square foot Luxury Home located in a safe quiet neighborhood. - high-speed internet connection - cable hook-up - central air conditioning/heating - A block away from a Safeway, a CVS pharmacy, Blackhawk Plaza, Blackhawk Movie Theater, many restaurants and fast food establishments - a huge community pool (great for doing laps) - a park nearby with 3 baseball diamonds, 3 soccer fields, a beach sand volleyball court and a basketball court - less than 2 miles from Diablo Valley Community College (DVC) San Ramon Campus - within 10 minutes from the foot of Mount Diablo which is one of the highest peaks in California. - Sorry but...NO SMOKERS, OVERNIGHT GUESTS OR PETS.... A credit and background check and a Tenant risk assessment will determine the level of REFUNDABLE security deposit that will be required - one month's rent for low risk and two month's rent for a higher risk. An annual lease term agreement is the preferred and the standard lease term although shorter lease terms will be considered upon request but only in special circumstances. ",37.797752,-121.918516
http://sfbay.craigslist.org/eby/roo/6083838254.html,Downstairs Furnished  Bedroom with Walk-In Closet,950.0,fremont / union city / newark,,,"['furnished', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," Downstairs Furnished Bedroom with Walk-In Closet & Hardwood Floor in a Very Nice Neighborhood. Walking Distance to Union Landing (restaurants, Walmart, Lucky's, Starbucks and Century25 Movie Theater) Walking Distance to Kaiser Hospital Walking Distance to Farmers Market (held every Saturday) Close to Hwy 880, Dumbarton and San Mateo Bridges NO PET ALLOWED NO SMOKING Please call show contact info and leave message or text. Please type in your email address. Please Have a Great Day!!! ",37.5895,-122.0497
http://sfbay.craigslist.org/eby/roo/6096738641.html,Room for Rent In San Pablo,600.0,"hercules, pinole, san pablo, el sob",,,"['private bath', 'private room']", Close to San Francisco and easy access to all Bay Area cities!! Someone who needs a room is wanted. Month to Month Located in city of San Pablo - Close to San Francisco -Close to Cal (ten minutes driving) -Close to Contra Costa College Please let me know if you are interested show so by leaving contact number Thank you ,,
http://sfbay.craigslist.org/eby/roo/6070443756.html,One bedroom to rent on the border of Oakland/Emery,1100.0,oakland north / temescal,2017-04-01,100,"['no private bath', 'private room']"," Hi, I'm looking to rent one bedroom in my Oakland condo. The room is currently not furnished. About me and the place: 1) I recently moved in and am in the process of acquiring furniture. I'll be providing everything furniture/kitchen wise so no need to bring any big furniture items. 2) Rent will be $1100 and the security deposit will be first month's rent. The lease will be for one year. 3) Electricity/water/internet will be split evenly. There is laundry in unit. 4) The condo is close to both Ashby and MacArthur Bart station. It's also close to the Emeryville go around and about a 20 minute drive to the City. 5) The condo has an outdoor patio and we can barbecue outside. 6) There's parking on the street. 7) I work in the city and like to relax at home as well as go out. I like to bake so I might make you taste some of my baked goods. My boyfriend will be over a lot and will move in eventually. About you: I'm looking for someone who is clean and not a heavy drinker. No drugs please and you must be ok with dogs. If you're interested, please send me a message with a bit more about you and your social media profile. - 1846 ",37.8365,-122.2804
http://sfbay.craigslist.org/eby/roo/6106243199.html,Space available in Triple Room- $665 per month,665.0,berkeley,,,"['furnished', 'no laundry on site', 'no private bath', 'room not private']"," Hello! I'm looking for someone who is interested in taking over my spot, starting mid-May or beginning of June, in our cozy apartment one block away from UC- Berkeley. We are a friendly household of 5 girls in our early/mid-twenties and a mix of working professionals and students. I have a job transfer to Santa Barbara which is why my spot is opening up. The place comes fully furnished, internet provided as well! Really close to Cal and Telegraph Ave! $665 per month. We're open to all but would prefer another female. The best way to contact is by calling or texting show contact info Email is also fine but please include some information about yourself and what you're looking for in a household. Thanks! :) ",37.866462,-122.261644
http://sfbay.craigslist.org/eby/roo/6092260594.html,"Downstairs, Furnished Bedroom with Fireplace",975.0,fremont / union city / newark,,,"['furnished', 'laundry in bldg', 'no smoking', 'street parking', 'no private bath', 'private room']"," Downstairs, Furnished Bedroom with Fireplace next to Union Landing (restaurants, Walmart, Lucky's, Starbucks and movie theater); Located in a cul-de-sac Walking Distance to Kaiser Hospital Walking Distance to Farmers Market (held every Saturday) Close to Hwy 880, Dumbarton and San Mateo Bridge NO PETS ALLOWED NO SMOKING Please call show contact info and leave message or text. Please leave your email address if responding on email as well. Thanks, and Have a Great Day!!! ",37.5895,-122.0497
http://sfbay.craigslist.org/eby/roo/6106230322.html,Room available in a new apartment,1000.0,oakland west,2017-04-26,1175,"['no private bath', 'private room']"," Located in a great area, Artistry is surrounded by a multitude of Shopping outlets (Gap, Uniqlo, Aldo Shoes), Restaurants (HOT ITALIAN, Doyle Street Cafe, Los Moles) and as well as Public Transit access (Emery-Go-Round, AC-Transit and the BART). The actual apartment is a 2 bedroom & 2 bathroom with a lot of common area to be shared. Comes with an in unit washer and dryer. We want to bring in 1 more for the last open room. The rent would be $1000 and the deposit is equal to a month's rent. It's a 12 month lease and no pets. Thanks for reading. If you're interested, please select a time here: http://homesharehomie.com/artistry?c=clp_ba ",37.8365,-122.2804
http://sfbay.craigslist.org/eby/roo/6106241463.html,Room for rent available May 1st $700,,richmond / point / annex,,,"['no private bath', 'private room']"," I'm a 22 year old gay male. I'm a very respectful, reliable , and independent person. I am looking to share my place with someone who can share some or all the traits i mentioned. I prefer a male or gay male to share the apartment with. The room is located in north richmond, it's a pretty quiet neighborhood and people around tend to be very friendly. It's is a two bedroom apartment with a shared bathroom. Living room is pretty big and kitchen good size to fit two people to cook . The $700 include all utilities; internet , cable, water , electricity . The only thing is that there is no laundry on site. And also overnight guests are allowed . ",37.94,-122.362
http://sfbay.craigslist.org/eby/roo/6106241461.html,Share a room for 700! FEMALES ONLY,,berkeley,,,"['laundry on site', 'street parking', 'no private bath', 'private room']"," We have one spot in a double available in an apartment near Gourmet Ghetto in North Berkeley. The move in date would be May 25th and ideally we would like to find somebody who would stay through the summer and into the next year. You would be living with 3 female Cal students, all seniors, and sharing a room with one of them. We have a kitten named Lorelei that you would also be living with :) The apartment is in ~1 minute walking distance of Safeway, Walgreens, Philz, CVS, etc and about 15-20 minutes to campus. Water/ garbage is included. Wifi & PGE are separate. The deposit for the room would be $700. Message me for more information/ pictures ",,
http://sfbay.craigslist.org/eby/roo/6106233679.html,"furnished room for rent: daily, weekly, monthly,",,oakland piedmont / montclair,,,"['laundry on site', 'no smoking', 'off-street parking', 'private bath', 'private room']"," furnished room available in Skyline area of Montclair hills....perfect temporary spot! Great, safe quiet area with Sibley hiking trails in walking distance. Please email your info for viewing times Close to SF, Oakland airport, BART and town. Please email for viewing times and dates available 65.00 daily 385.00 per week ",37.8471,-122.2223
http://sfbay.craigslist.org/eby/roo/6089883160.html,ROOM FOR RENT,525.0,pittsburg / antioch,2017-04-15,120,"['furnished', 'laundry on site', 'street parking', 'no private bath', 'private room']"," Antioch for Rent....Furnished,,,,Bed,,,Mattress,,,Cable,,TV,,Internet,,Kitchen,,,wash n dry,,Fridge. Contact cell Phone,, show contact info ,,,,,,,,,,Prepared,,,,,female only,,,,No Pets,Please,, Numbers, ",37.9658,-121.7758
http://sfbay.craigslist.org/eby/roo/6106235980.html,Sunny Bedroom in North Berkeley!,1500.0,berkeley north / hills,,,"['laundry on site', 'no smoking', 'street parking', 'no private bath', 'private room', 'wheelchair accessible']"," Hello! We need a new roommate for one of the three bedrooms in our apartment. The apartment is located in a safe, family neighborhood in the Gourmet Ghetto. It is within walking distance to many stores including CVS, Safeway, Walgreens, and many great restaurants. The building is small with about 8 units. We are almost exactly one mile from the North Berkeley and Berkeley BART stations. About the Apartment: Three bedrooms, one full bath, full kitchen, open living/dining area, balcony, lots of storage space One occupied bedroom shares a wall divider with living area Furnished; new furniture/appliances welcome (we're not fans of clutter though) Dishwasher On-site laundry ($2.00 per wash and $1.50 for 60 min drying time) Easy street parking Excellent natural light Wood floors throughout apt Other tenants in the building are friendly and respectful; leasing company is always nice and helpful Large balcony Newly finished bath tub/shower Outside storage unit Utilities (internet, electricity) are ~$60/person (divided 3 ways) 420 friendly Animal friendly About the Bedroom: It is the largest of the three Open and airy Spacious Walk-in closet Sink/vanity Large window The room will be available towards the end of May. Move-in date flexible. $700 deposit $1500/month Due when you move in $700 + first month's rent About Us: I'm 29 years old, female, originally from Virginia. I moved to Berkeley about three years ago. I graduated from Virginia Tech with a degree in biochemistry. I currently work in a high-volume spay/neuter clinic. I love my job! My interests include reading, animal welfare, rehabilitation, and conservation, and nerdy science stuff. I work full-time, usually Tuesday-Friday. I leave early and am home around 7 PM. I enjoy spending my free time out and about or just relaxing at the apartment. I have the room with the wall divider separating it from the living area. I am pretty chill about the noise level, as long as it remains reasonable. I am 27-year-old male, originally from New York City where I spent three years working in education policy prior to relocating to Berkeley last August. Currently, I am pursuing my PhD at UC Berkeley studying issues of equity in higher education. As a student, I spend approximately 4-8 hours per day (typically between 9am-5pm) either in class or otherwise on campus working/studying. Depending on my course schedule, I spend some mornings/afternoons at home. Additionally, I tend to prefer working/studying in the apartment common spaces or in my room on most late afternoons/nights, sometimes going until the wee hours of the morning. There are times when I work outside the apartment--usually this depends on whether the common spaces are being utilized and my mood. In addition to graduate school, I participate in singing/theatre activities and have been known to belt out a couple notes and passionately recite a monologue. However, I am cognizant of others and tend to reserve any practicing for when everyone is out of the house. Occasionally, during the academic year I host friends for hangouts/study sessions, seldom do I host overnight guests. Overall, I am neat, sociable, extremely open, and a direct communicator. We are more about cooperation, open, direct communication, and finding middle ground, than setting strict rules. Our ideal new roommate would be a graduate student or young professional, tidy, with consistent work/school hours. If you think you would be a good fit, please email us through Craigslist. Please include your age, and some information about yourself. Thanks! :) ",37.883356,-122.273455
http://sfbay.craigslist.org/eby/roo/6106233481.html,&#38597;&#25151;&#20998;&#31199; &#27493;&#34892;castro valley bart&#31449;/,850.0,hayward / castro valley,,,"['no private bath', 'private room']"," Castro valley独立雅屋分租。地段位于Castro valley 居住区内， 近580高速. 新装修，整洁干净。好地段，好邻居，安静舒适 步行Castro valley Bart站 10分钟车程CSUEB (California state university east bay) 15分钟车程chabot college 5分钟车程Castro valley high school, Creekside middle school, canyon middle school等 卧房出租$850，男女均可. 可提供家具，床，书桌，椅子，台灯，拎包入住。 包水丶电丶垃圾丶燃气丶xfinity 150mbps 要求* 整洁少炊、不烟、不留宿他人, 单身在职上班族或全职学生。 宠物可议:) ",37.687624,-122.068233
http://sfbay.craigslist.org/eby/roo/6106232847.html,&#38597;&#25151;&#20998;&#31199; &#27493;&#34892;castro valley bart&#31449; $850,850.0,hayward / castro valley,,,"['no private bath', 'private room']"," Castro valley独立雅屋分租。地段位于Castro valley 居住区内， 近580高速. 新装修，整洁干净。好地段，好邻居，安静舒适 步行Castro valley Bart站 10分钟车程CSUEB (California state university east bay) 15分钟车程chabot college 5分钟车程Castro valley high school, Creekside middle school, canyon middle school等 卧房出租$850，男女均可. 可提供家具，床，书桌，椅子，台灯，拎包入住。 包水丶电丶垃圾丶燃气丶xfinity 150mbps 要求* 整洁、不烟、不留宿他人, 单身在职上班族或全职学生。 宠物可议:) do NOT contact me with unsol ",37.687352,-122.068062
http://sfbay.craigslist.org/eby/roo/6090770102.html,ROOM FOR RENT,525.0,pittsburg / antioch,2017-04-20,120,"['furnished', 'laundry on site', 'street parking', 'no private bath', 'private room']"," Antioch for Rent....Furnished,,,,Bed,,,Mattress,,,Cable,,TV,,Internet,,Kitchen,,,wash n dry,,Fridge. Contact cell Phone,, show contact info ,,,,,,,,,,Prepared,,,,,female only,,,,No Pets,Please,, Numbers, ",37.9658,-121.7758
http://sfbay.craigslist.org/eby/roo/6106216367.html,Shared Hayward Hills Home,850.0,hayward / castro valley,,,"['w/d in unit', 'off-street parking', 'no private bath', 'private room']", upgraded granite counters laundry private street ,37.674,-122.0894
http://sfbay.craigslist.org/eby/roo/6077250361.html,"Month to month, in a fully stocked house 1199.00",1199.0,danville / san ramon,2017-04-14,230,"['laundry in bldg', 'no smoking', 'street parking', 'private bath', 'private room']"," 12x19. upstairs with a view of the backyard and rose garden. Full size walk-in closet. Floor to ceiling book cases Separate, but an adjacent bathroom with a tub, shower, marble counter, drawers and cabinet. Cable and computer access. Free Wifi. Room includes Bose sound system, with CD/tape player, and turn table. Residence has easy access to highways 680 and 580 and borders Alcosta and near Bollinger Canyon Road. Close proximity to Bishop Ranch, Chevron, Sybase and other major companies and employers. Livermore airport is close by, several off-ramps on 580 east. Close proximity to restaurants, convenience stores, super markets, dry cleaners and other numerous businesses. Residence has a backyard and adjacent to a nursery, so no backyard neighbors. A lot of privacy and quiet as our next door neighbors are very quiet. Also has full-sized gas barbeque, table and chairs for socializing and dining and a rose garden. Fully furnished, house and kitchen with all appliances, dishware and cooking utensils. Access to washer and dryer located in the garage. Large-screen T.V. with DVD, CD and cable in family room. Fire place and fully heated and air-conditioned. Free street parking without residence permits. San Ramon public golf course is two miles away. Dublin West Bart station is approximately 4 miles away. tenant pays 50% of PG E bill. Room is are a perfect match for students, professionals with really hectic schedules, flight attendants, pilots, etc. Payment requires first and a $1000.00 dollar deposit. ",37.747168,-121.93481
http://sfbay.craigslist.org/eby/roo/6106205241.html,"Brand New Bedroom w/ Private Bath, 5 min to Amtrak",1190.0,hayward / castro valley,,,"['w/d in unit', 'no smoking', 'private bath', 'private room']"," The room is in a newly-constructed 3-story townhouse with good separation between rooms. You'll be the first to move in. Having 800 residents, the community is brand new, safe and quiet with two large parks and an elementary school nearby. The location is at the strategic center of the East Bay, you'll find it's easy to go to Amtrak Station (5 min walk), Bart Station (10 min walk), San Mateo/Foster City/Redwood City (92 bridge 20-25 min drive after 10am), San Francisco (32 min Bart ride), Union City, Berkeley/Oakland (880), Dublin/Pleasanton (I-580 20 min drive), Chabot College & CSUEB (8 min drive), Menlo Park/Palo Alto (84 bridge), etc. Close to Costco, Safeway, Ranch 99, Lucky, CVS, Starbucks, Peets, 24 Hour Fitness, and many restaurants. Rental Policies: No drug, no smoking, no pets, no party, no loud music, one occupant only for the room, no overnight guests. Credit check required. If this could be a good fit for you, please reply by email. Please include an introduction about yourself and your linkedin or fb profile page. ",37.67299,-122.088174
http://sfbay.craigslist.org/eby/roo/6102173993.html,Master available in Huge Oakland Hills Shared Home - PET FRIENDLY,1500.0,oakland hills / mills,,,"['cats are OK - purrr', 'dogs are OK - wooof', 'w/d in unit', 'no smoking', 'attached garage', 'private bath', 'private room']"," The Master bedroom is available now in this enormous shared Oakland Hills home. Live with roommates but still enjoy complete privacy. The room is equipped with its own split private bathroom, with sliding glass shower and a view of the bay from the window. There is also a huge walk in closet, and private door to the patio with a personal corner all to yourself. There is also a ton of shared space. A large equipped kitchen, two living rooms, a dining room, and giant yard with panoramic views and hammock. The house also has a full washer/dryer in a large laundry room, ample closet space, and storage space if needed. There is a two car garage, but we mostly park in the driveway or on the street. There is tons of parking. The house itself is up in the hills, so there are tons of hiking/biking trails nearby, some even walking distance, and you have beautiful views surrounding you. It's necessary to have a car up here to get around, but there are buses that run to Fruitvale and Coliseum as well. We have a bi weekly cleaning service, as well as gardener, and all other utilities are shared. The house already has wifi, and we split PGE, and EBMUB. T is a full time grad student and has one small dog, and H and R are a young couple with a dog and a cat. This is an animal friendly home, so your well behaved dog/cat is welcome! Nothing is worse than trying to find housing in the bay area only to be turned away because of your beloved pet!! As long as you take responsibility for it, and clean up after it your pet is welcome! The ideal person has their own bedroom furnishings, (and shared space furniture is also welcome if you have it) loves all animals, and is respectful and communicates well. There are no dietary restrictions in the home, and all lifestyles are welcome. If you are new to the area and looking for a place to land and get settled, with the option to stay longer if desired, this is the perfect place. The house is amazing and adjacency to nature is perfect. Please look at the pictures and if you are interested please email me to set up a time to come see the space. If the posting is up the room is still available. ",37.7813,-122.143734
http://sfbay.craigslist.org/eby/roo/6080530598.html,Oakland bedroom $925,925.0,Ivy Hill/Bella Vista neighborhood Oakland,,,"['w/d in unit', 'no smoking', 'street parking', 'no private bath', 'private room']"," 10 REASONS ON WHY YOU SHOULD CHECK OUT THIS PLACE: 1. big spacious room with plenty of natural light 2. includes utilities, wifi and washer/dryer 3. only a 6-month lease (Jun-Dec) 4. guests are welcomed 5. quiet family neighborhood 6. plenty of street parking 7. 5mins to Lake Merritt and Grand/Lakeshore shopping centers 8. 15mins to bart (bus stop at corner of our street) 9. 3mins to highway 580 access 10. you'll live with AWESOMELY-CHILL PPL who DO THEIR OWN THING & ARE USUALLY AT SCHOOL OR WORK; all we care about is that you are FRIENDLY, RESPECTFUL, NOT A PSYCHO, PAYS RENT ON TIME AND CLEANS UP AFTER YOURSELF... just the basic stuff, ya know? Reply with a brief intro (with FB IG or LinkedIn), what are your expectations of roommates, any questions you may have, and the best date/time for you to swing by :) Can't wait to meet u! ",37.801828,-122.240285
http://sfbay.craigslist.org/eby/roo/6106218993.html,Single room for rent in South/Downtown Berkeley (Males Only),1055.0,berkeley,2017-06-01,1200,"['furnished', 'no laundry on site', 'no smoking', 'no parking', 'no private bath', 'private room']"," We have one private room fully furnished with a single bed, desk, chair, walk-in closet and a heater. 1 block away from Shattuck and about a 10-15 minute walk to RSF and UC campus. About the Apartment: Classy and spacious duplex shared with 3 other friendly Cal students. This duplex has 3 large bedrooms, one large living room, a full-size kitchen, and a big bathroom with a bathtub, two showers and 2 sinks. Dishwasher: Yes Heater: Yes Carpet: New Fridge: Yes Ceilings: High Stove: Yes Oven: Yes Garbage Disposal: Yes Lighting: Bright Fire Place: Yes Laundry: Not on premises but there is a laundromat one block away from the building (Shattuck). About the Area: The area is one of the safest, cleanest, and most quiet areas in Berkeley. Walk Score is 95 out of 100. At a prime location, most errands can be accomplished on foot. There are banks, grocery stores, and multiple restaurants in the area. The BART station which can take you to San Francisco, is a 5 mins walk from the duplex. Close to Restaurants: Yes Walk Score: 95 About the Roommates: 3 very responsible, friendly, mature and clean Cal students. Non smokers. About our ideal Roommate: We are looking for a like-minded and friendly roommate. We would like to socialize with him and become good friends. About the room: Large, furnished single room with a closet and heater. Mattress, bed frame, spring box, desk, and chair all included. $1050 + $99 Utilities/Internet [Ultra fast wi-fi (75 megabytes per second)] Please shoot me an email, with a quick intro about yourself, and I'll send you a video of the place. Look forward to meeting you! ",37.8664,-122.257
